# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 786 786 Franko
1 0 0 0 0 0 253 253 Cecile
2 0 0 0 0 0 264 264 ZenBenMaster

0 0 0 0 0 0 787 787 Franko
1 0 0 0 0 0 265 265 Niels
2 0 0 0 0 0 255 255 Noor

0 0 0 0 0 0 788 788 Franko
1 0 0 0 0 0 270 270 CarloCosmicWatch
2 0 0 0 0 0 265 265 ZenBenMaster

0 0 0 0 0 0 789 789 Franko
1 0 0 0 0 0 266 266 Niels
2 0 0 0 0 0 269 269 rens

0 0 0 0 0 0 790 790 Franko
1 0 0 0 0 0 267 267 Niels
2 0 0 0 0 0 256 256 Noor

