# Calibration raw adc with signal threshold 50
Time [s], ADC 
4.381108283996582, 56 
6.796588182449341, 65 
12.853119850158691, 254 
21.592851400375366, 71 
24.82286810874939, 51 
28.61363649368286, 67 
31.855631113052368, 511 
43.44310784339905, 51 
46.80561375617981, 184 
57.15065145492554, 103 
68.80074787139893, 51 
74.77899074554443, 92 
84.10457134246826, 188 
88.01143980026245, 63 
91.4891607761383, 505 
95.11919665336609, 79 
113.87174272537231, 134 
135.3726315498352, 76 
141.65506029129028, 147 
153.29324507713318, 185 
161.18838500976562, 237 
172.8512749671936, 110 
175.59884214401245, 146 
176.09941983222961, 92 
178.56019687652588, 304 
184.41059255599976, 56 
189.3887059688568, 88 
194.55582213401794, 60 
196.3149573802948, 114 
196.81557393074036, 118 
205.7461187839508, 56 
223.29739570617676, 49 
236.5929136276245, 92 
237.09360432624817, 97 
245.7281985282898, 161 
251.04076957702637, 371 
252.87237668037415, 79 
254.34016752243042, 83 
256.78649735450745, 63 
262.5264639854431, 103 
263.02716851234436, 415 
271.11884665489197, 352 
290.8343560695648, 51 
297.57756066322327, 62 
298.4918632507324, 61 
298.992529630661, 110 
303.49303817749023, 355 
318.7900581359863, 56 
320.6208539009094, 233 
321.9045433998108, 56 
322.40517497062683, 78 
323.9076759815216, 88 
333.0850884914398, 79 
341.2580511569977, 384 
356.9053637981415, 159 
357.4060344696045, 294 
360.6098093986511, 140 
364.9882526397705, 96 
371.1194407939911, 384 
374.45735454559326, 284 
374.9580204486847, 184 
384.7137966156006, 254 
393.51496505737305, 51 
397.7596426010132, 76 
398.260134935379, 112 
406.5891809463501, 73 
408.7228274345398, 69 
409.2723867893219, 63 
413.3491666316986, 56 
419.71210956573486, 102 
425.51617765426636, 96 
436.6813168525696, 120 
448.7209904193878, 88 
452.81631731987, 63 
469.8697853088379, 56 
476.5446791648865, 48 
483.28116250038147, 243 
493.7341961860657, 60 
494.6639485359192, 263 
495.7700357437134, 67 
496.6309299468994, 56 
500.30778884887695, 147 
501.3491442203522, 179 
507.76878452301025, 184 
514.2348892688751, 384 
516.9336562156677, 66 
522.4716424942017, 56 
523.2710909843445, 60 
525.4672114849091, 494 
537.1642529964447, 112 
547.8627436161041, 56 
557.6448230743408, 198 
559.5724346637726, 56 
562.7470304965973, 51 
589.5973706245422, 194 
619.5588426589966, 49 
641.5845634937286, 99 
642.3597779273987, 106 
643.1346843242645, 472 
646.8072891235352, 133 
652.465479850769, 192 
654.1012222766876, 127 
663.4391713142395, 159 
666.7312898635864, 359 
681.559562921524, 88 
683.6575286388397, 103 
685.0632710456848, 63 
689.7891674041748, 432 
693.8731656074524, 248 
697.4346125125885, 142 
703.5496850013733, 56 
723.3759336471558, 57 
728.971257686615, 56 
730.2787036895752, 76 
731.0889329910278, 318 
734.2400109767914, 135 
737.5543756484985, 51 
745.5982050895691, 255 
751.4526033401489, 67 
760.6830804347992, 229 
