# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 206 206 Franko
1 0 0 0 0 0 67 67 Cecile
2 0 0 0 0 0 69 69 ZenBenMaster

0 0 0 0 0 0 207 207 Franko
1 0 0 0 0 0 68 68 CarloCosmicWatch
2 0 0 0 0 0 70 70 rens

0 0 0 0 0 0 208 208 Franko
1 0 0 0 0 0 69 69 CarloCosmicWatch
2 0 0 0 0 0 71 71 rens

0 0 0 0 0 0 209 209 Franko
1 0 0 0 0 0 73 73 Niels
2 0 0 0 0 0 69 69 Noor

0 0 0 0 0 0 210 210 Franko
1 0 0 0 0 0 70 70 CarloCosmicWatch
2 0 0 0 0 0 72 72 rens

