# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 136 136 Franko
1 0 0 0 0 0 45 45 CarloCosmicWatch
2 0 0 0 0 0 49 49 ZenBenMaster

0 0 0 0 0 0 137 137 Franko
1 0 0 0 0 0 43 43 Cecile
2 0 0 0 0 0 38 38 Noor

0 0 0 0 0 0 138 138 Franko
1 0 0 0 0 0 46 46 CarloCosmicWatch
2 0 0 0 0 0 39 39 Noor

0 0 0 0 0 0 139 139 Franko
1 0 0 0 0 0 50 50 Niels
2 0 0 0 0 0 50 50 ZenBenMaster

0 0 0 0 0 0 140 140 Franko
1 0 0 0 0 0 47 47 CarloCosmicWatch
2 0 0 0 0 0 40 40 Noor

