# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 1801 1801 Franko
1 0 0 0 0 0 588 588 CarloCosmicWatch
2 0 0 0 0 0 555 555 Noor

0 0 0 0 0 0 1802 1802 Franko
1 0 0 0 0 0 615 615 Niels
2 0 0 0 0 0 556 556 Noor

0 0 0 0 0 0 1803 1803 Franko
1 0 0 0 0 0 600 600 Cecile
2 0 0 0 0 0 637 637 rens

0 0 0 0 0 0 1804 1804 Franko
1 0 0 0 0 0 616 616 Niels
2 0 0 0 0 0 557 557 Noor

0 0 0 0 0 0 1805 1805 Franko
1 0 0 0 0 0 617 617 Niels
2 0 0 0 0 0 558 558 Noor

0 0 0 0 0 0 1806 1806 Franko
1 0 0 0 0 0 618 618 Niels
2 0 0 0 0 0 611 611 ZenBenMaster

0 0 0 0 0 0 1807 1807 Franko
1 0 0 0 0 0 589 589 CarloCosmicWatch
2 0 0 0 0 0 638 638 rens

0 0 0 0 0 0 1808 1808 Franko
1 0 0 0 0 0 601 601 Cecile
2 0 0 0 0 0 559 559 Noor

0 0 0 0 0 0 1809 1809 Franko
1 0 0 0 0 0 619 619 Niels
2 0 0 0 0 0 612 612 ZenBenMaster

0 0 0 0 0 0 1810 1810 Franko
1 0 0 0 0 0 602 602 Cecile
2 0 0 0 0 0 560 560 Noor

0 0 0 0 0 0 1811 1811 Franko
1 0 0 0 0 0 603 603 Cecile
2 0 0 0 0 0 613 613 ZenBenMaster

0 0 0 0 0 0 1812 1812 Franko
1 0 0 0 0 0 590 590 CarloCosmicWatch
2 0 0 0 0 0 561 561 Noor

0 0 0 0 0 0 1813 1813 Franko
1 0 0 0 0 0 620 620 Niels
2 0 0 0 0 0 614 614 ZenBenMaster

0 0 0 0 0 0 1814 1814 Franko
1 0 0 0 0 0 621 621 Niels
2 0 0 0 0 0 615 615 ZenBenMaster

0 0 0 0 0 0 1815 1815 Franko
1 0 0 0 0 0 622 622 Niels
2 0 0 0 0 0 562 562 Noor

0 0 0 0 0 0 1816 1816 Franko
1 0 0 0 0 0 604 604 Cecile
2 0 0 0 0 0 616 616 ZenBenMaster

0 0 0 0 0 0 1817 1817 Franko
1 0 0 0 0 0 605 605 Cecile
2 0 0 0 0 0 617 617 ZenBenMaster

0 0 0 0 0 0 1818 1818 Franko
1 0 0 0 0 0 591 591 CarloCosmicWatch
2 0 0 0 0 0 563 563 Noor

0 0 0 0 0 0 1819 1819 Franko
1 0 0 0 0 0 606 606 Cecile
2 0 0 0 0 0 564 564 Noor

0 0 0 0 0 0 1820 1820 Franko
1 0 0 0 0 0 592 592 CarloCosmicWatch
2 0 0 0 0 0 565 565 Noor

0 0 0 0 0 0 1821 1821 Franko
1 0 0 0 0 0 593 593 CarloCosmicWatch
2 0 0 0 0 0 639 639 rens

0 0 0 0 0 0 1822 1822 Franko
1 0 0 0 0 0 623 623 Niels
2 0 0 0 0 0 618 618 ZenBenMaster

0 0 0 0 0 0 1823 1823 Franko
1 0 0 0 0 0 624 624 Niels
2 0 0 0 0 0 619 619 ZenBenMaster

0 0 0 0 0 0 1824 1824 Franko
1 0 0 0 0 0 607 607 Cecile
2 0 0 0 0 0 620 620 ZenBenMaster

0 0 0 0 0 0 1825 1825 Franko
1 0 0 0 0 0 625 625 Niels
2 0 0 0 0 0 621 621 ZenBenMaster

0 0 0 0 0 0 1826 1826 Franko
1 0 0 0 0 0 594 594 CarloCosmicWatch
2 0 0 0 0 0 566 566 Noor

0 0 0 0 0 0 1827 1827 Franko
1 0 0 0 0 0 595 595 CarloCosmicWatch
2 0 0 0 0 0 640 640 rens

0 0 0 0 0 0 1828 1828 Franko
1 0 0 0 0 0 626 626 Niels
2 0 0 0 0 0 641 641 rens

0 0 0 0 0 0 1829 1829 Franko
1 0 0 0 0 0 608 608 Cecile
2 0 0 0 0 0 567 567 Noor

0 0 0 0 0 0 1830 1830 Franko
1 0 0 0 0 0 609 609 Cecile
2 0 0 0 0 0 622 622 ZenBenMaster

0 0 0 0 0 0 1831 1831 Franko
1 0 0 0 0 0 627 627 Niels
2 0 0 0 0 0 568 568 Noor

0 0 0 0 0 0 1832 1832 Franko
1 0 0 0 0 0 596 596 CarloCosmicWatch
2 0 0 0 0 0 642 642 rens

0 0 0 0 0 0 1833 1833 Franko
1 0 0 0 0 0 628 628 Niels
2 0 0 0 0 0 643 643 rens

0 0 0 0 0 0 1834 1834 Franko
1 0 0 0 0 0 610 610 Cecile
2 0 0 0 0 0 644 644 rens

0 0 0 0 0 0 1835 1835 Franko
1 0 0 0 0 0 597 597 CarloCosmicWatch
2 0 0 0 0 0 569 569 Noor

0 0 0 0 0 0 1836 1836 Franko
1 0 0 0 0 0 598 598 CarloCosmicWatch
2 0 0 0 0 0 645 645 rens

0 0 0 0 0 0 1837 1837 Franko
1 0 0 0 0 0 629 629 Niels
2 0 0 0 0 0 623 623 ZenBenMaster

0 0 0 0 0 0 1838 1838 Franko
1 0 0 0 0 0 611 611 Cecile
2 0 0 0 0 0 646 646 rens

0 0 0 0 0 0 1839 1839 Franko
1 0 0 0 0 0 599 599 CarloCosmicWatch
2 0 0 0 0 0 647 647 rens

0 0 0 0 0 0 1840 1840 Franko
1 0 0 0 0 0 612 612 Cecile
2 0 0 0 0 0 624 624 ZenBenMaster

