# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 1101 1101 Franko
1 0 0 0 0 0 336 336 Cecile
2 0 0 0 0 0 381 381 ZenBenMaster

0 0 0 0 0 0 1102 1102 Franko
1 0 0 0 0 0 395 395 Niels
2 0 0 0 0 0 385 385 rens

0 0 0 0 0 0 1103 1103 Franko
1 0 0 0 0 0 396 396 Niels
2 0 0 0 0 0 382 382 ZenBenMaster

0 0 0 0 0 0 1104 1104 Franko
1 0 0 0 0 0 372 372 CarloCosmicWatch
2 0 0 0 0 0 386 386 rens

0 0 0 0 0 0 1105 1105 Franko
1 0 0 0 0 0 373 373 CarloCosmicWatch
2 0 0 0 0 0 337 337 Noor

0 0 0 0 0 0 1106 1106 Franko
1 0 0 0 0 0 374 374 CarloCosmicWatch
2 0 0 0 0 0 338 338 Noor

0 0 0 0 0 0 1107 1107 Franko
1 0 0 0 0 0 397 397 Niels
2 0 0 0 0 0 339 339 Noor

0 0 0 0 0 0 1108 1108 Franko
1 0 0 0 0 0 337 337 Cecile
2 0 0 0 0 0 340 340 Noor

0 0 0 0 0 0 1109 1109 Franko
1 0 0 0 0 0 375 375 CarloCosmicWatch
2 0 0 0 0 0 387 387 rens

0 0 0 0 0 0 1110 1110 Franko
1 0 0 0 0 0 398 398 Niels
2 0 0 0 0 0 388 388 rens

0 0 0 0 0 0 1111 1111 Franko
1 0 0 0 0 0 338 338 Cecile
2 0 0 0 0 0 389 389 rens

0 0 0 0 0 0 1112 1112 Franko
1 0 0 0 0 0 399 399 Niels
2 0 0 0 0 0 390 390 rens

0 0 0 0 0 0 1113 1113 Franko
1 0 0 0 0 0 400 400 Niels
2 0 0 0 0 0 383 383 ZenBenMaster

0 0 0 0 0 0 1114 1114 Franko
1 0 0 0 0 0 401 401 Niels
2 0 0 0 0 0 384 384 ZenBenMaster

0 0 0 0 0 0 1115 1115 Franko
1 0 0 0 0 0 376 376 CarloCosmicWatch
2 0 0 0 0 0 341 341 Noor

0 0 0 0 0 0 1116 1116 Franko
1 0 0 0 0 0 339 339 Cecile
2 0 0 0 0 0 385 385 ZenBenMaster

0 0 0 0 0 0 1117 1117 Franko
1 0 0 0 0 0 340 340 Cecile
