# Calibration raw adc with signal threshold 50
AMPLITUDE, 0.02

56
56
56
56
51
56
56
56
56
56
AMPLITUDE, 0.03
56
56
126
127
124
127
131
135
135
127
AMPLITUDE, 0.04
135
127
140
131
224
217
217
216
217
217
AMPLITUDE, 0.05
217
224
220
217
217
224
281
284
280
284
AMPLITUDE, 0.060000000000000005
280
275
284
280
281
281
280
284
332
334
AMPLITUDE, 0.07
334
327
334
327
334
327
327
332
332
326
AMPLITUDE, 0.08
371
371
376
371
369
376
376
371
371
371
AMPLITUDE, 0.09
376
370
408
403
403
403
414
408
403
408
AMPLITUDE, 0.09999999999999999
408
403
403
409
440
435
444
435
444
441
AMPLITUDE, 0.10999999999999999
440
440
440
440
441
444
467
467
462
463
AMPLITUDE, 0.11999999999999998
463
472
467
465
463
472
463
467
487
486
AMPLITUDE, 0.12999999999999998
485
487
494
492
486
497
487
494
489
496
AMPLITUDE, 0.13999999999999999
504
505
487
504
504
504
499
497
504
497
AMPLITUDE, 0.15
496
504
515
524
515
515
515
527
521
524
AMPLITUDE, 0.16
519
519
515
518
543
536
542
543
536
531
AMPLITUDE, 0.17
536
537
537
542
536
540
568
558
553
556
AMPLITUDE, 0.18000000000000002
556
551
556
560
560
556
556
560
575
575
AMPLITUDE, 0.19000000000000003
583
583
591
588
575
585
583
583
575
575
AMPLITUDE, 0.20000000000000004
600
595
601
604
600
608
600
600
600
595
AMPLITUDE, 0.21000000000000005
608
609
615
632
615
620
624
632
624
620
AMPLITUDE, 0.22000000000000006
627
624
625
627
647
639
638
639
647
636
AMPLITUDE, 0.23000000000000007
636
639
647
636
638
652
655
668
671
671
AMPLITUDE, 0.24000000000000007
659
664
670
665
664
664
659
659
677
691
AMPLITUDE, 0.25000000000000006
679
679
689
691
679
678
678
686
679
679
AMPLITUDE, 0.26000000000000006
697
704
697
696
700
704
704
705
697
705
AMPLITUDE, 0.2700000000000001
704
704
718
707
711
711
707
707
707
709
AMPLITUDE, 0.2800000000000001
707
710
711
707
716
713
713
728
719
719
AMPLITUDE, 0.2900000000000001
728
719
716
711
719
719
728
728
728
729
AMPLITUDE, 0.3000000000000001
732
736
728
736
723
732
732
732
739
736
AMPLITUDE, 0.3100000000000001
732
739
746
736
742
732
742
737
748
745
AMPLITUDE, 0.3200000000000001
752
743
752
755
755
743
743
743
760
743
AMPLITUDE, 0.3300000000000001
739
755
768
768
753
768
755
768
768
760
AMPLITUDE, 0.34000000000000014
760
760
755
760
760
773
755
771
768
760
AMPLITUDE, 0.35000000000000014
769
768
768
760
760
760
780
768
774
771
AMPLITUDE, 0.36000000000000015
768
775
771
768
771
775
770
771
786
787
AMPLITUDE, 0.37000000000000016
775
783
783
787
787
780
783
773
782
777
AMPLITUDE, 0.38000000000000017
792
796
796
796
780
793
793
783
787
782
AMPLITUDE, 0.3900000000000002
796
793
792
783
783
792
792
803
799
799
AMPLITUDE, 0.4000000000000002
792
783
783
799
798
796
793
807
792
793
AMPLITUDE, 0.4100000000000002
807
799
807
799
807
792
803
816
803
807
AMPLITUDE, 0.4200000000000002
816
803
799
807
806
816
796
796
812
807
AMPLITUDE, 0.4300000000000002
817
807
803
819
807
807
807
812
803
816
AMPLITUDE, 0.4400000000000002
825
805
809
819
825
816
807
816
819
824
AMPLITUDE, 0.45000000000000023
819
807
806
830
814
824
831
816
816
831
AMPLITUDE, 0.46000000000000024
825
817
816
828
818
835
825
831
831
839
AMPLITUDE, 0.47000000000000025
830
831
835
824
831
831
844
831
830
839
AMPLITUDE, 0.48000000000000026
831
828
839
841
846
846
828
839
847
849
AMPLITUDE, 0.49000000000000027
831
846
831
847
831
844
835
847
847
851
AMPLITUDE, 0.5000000000000002
835
835
838
845
830
856
837
856
825
851
AMPLITUDE, 0.5100000000000002
856
841
851
847
844
857
856
851
844
856
AMPLITUDE, 0.5200000000000002
851
845
856
847
856
850
856
846
847
856
AMPLITUDE, 0.5300000000000002
864
844
844
860
864
851
857
867
856
856
AMPLITUDE, 0.5400000000000003
856
864
856
867
851
856
867
857
864
871
AMPLITUDE, 0.5500000000000003
871
860
864
856
865
857
871
867
857
871
AMPLITUDE, 0.5600000000000003
876
880
48
871
864
48
870
864
867
865
AMPLITUDE, 0.5700000000000003
880
48
871
48
49
49
49
48
48
49
AMPLITUDE, 0.5800000000000003
48
49
49
48
877
49
49
49
49
49
AMPLITUDE, 0.5900000000000003
49
48
880
876
867
48
49
48
48
48
AMPLITUDE, 0.6000000000000003
51
51
49
51
49
51
49
51
49
