# Calibration raw adc with signal threshold 50
AMPLITUDE, 0.02

60
60
60
60
57
56
56
57
57
60
AMPLITUDE, 0.03
60
60
152
152
152
143
147
146
146
153
AMPLITUDE, 0.04
135
152
152
140
226
224
224
224
224
224
AMPLITUDE, 0.05
227
217
227
225
225
224
286
287
286
287
AMPLITUDE, 0.060000000000000005
287
284
284
286
286
287
286
286
334
334
AMPLITUDE, 0.07
332
334
335
338
330
334
335
334
335
329
AMPLITUDE, 0.08
380
384
384
376
377
376
377
371
376
377
AMPLITUDE, 0.09
384
384
415
412
412
412
408
408
415
412
AMPLITUDE, 0.09999999999999999
409
408
415
408
440
444
444
441
441
440
AMPLITUDE, 0.10999999999999999
440
440
440
448
435
435
463
467
472
472
AMPLITUDE, 0.11999999999999998
467
472
472
472
467
472
473
463
496
489
AMPLITUDE, 0.12999999999999998
492
496
492
496
499
487
487
496
496
494
AMPLITUDE, 0.13999999999999999
504
504
508
499
508
504
499
496
504
497
AMPLITUDE, 0.15
496
508
524
524
521
524
527
524
524
526
AMPLITUDE, 0.16
519
524
519
519
543
543
540
540
543
537
AMPLITUDE, 0.17
536
543
540
543
536
543
563
561
556
558
AMPLITUDE, 0.18000000000000002
556
560
558
558
560
560
560
560
590
582
AMPLITUDE, 0.19000000000000003
591
591
590
588
583
582
583
582
582
595
AMPLITUDE, 0.20000000000000004
608
614
604
600
613
608
600
600
608
613
AMPLITUDE, 0.21000000000000005
600
611
624
617
632
632
632
620
627
632
AMPLITUDE, 0.22000000000000006
632
624
627
624
652
639
652
655
647
639
AMPLITUDE, 0.23000000000000007
647
639
639
639
639
652
665
665
664
664
AMPLITUDE, 0.24000000000000007
664
664
670
671
664
668
671
664
697
691
AMPLITUDE, 0.25000000000000006
697
679
688
679
697
696
691
689
688
686
AMPLITUDE, 0.26000000000000006
707
704
696
705
707
697
697
707
709
704
AMPLITUDE, 0.2700000000000001
696
705
707
719
718
716
716
719
713
719
AMPLITUDE, 0.2800000000000001
710
707
707
719
718
718
728
716
729
729
AMPLITUDE, 0.2900000000000001
705
719
723
718
729
728
728
737
728
728
AMPLITUDE, 0.3000000000000001
728
738
739
728
732
736
728
729
743
742
AMPLITUDE, 0.3100000000000001
748
742
752
743
743
742
739
743
743
732
AMPLITUDE, 0.3200000000000001
752
760
755
745
760
750
743
754
760
760
AMPLITUDE, 0.3300000000000001
750
760
754
769
768
768
768
768
753
752
AMPLITUDE, 0.34000000000000014
755
752
755
768
768
769
768
775
768
775
AMPLITUDE, 0.35000000000000014
775
760
760
768
769
760
774
786
768
780
AMPLITUDE, 0.36000000000000015
768
768
774
777
777
783
780
768
775
775
AMPLITUDE, 0.37000000000000016
792
775
775
782
782
783
775
782
782
775
AMPLITUDE, 0.38000000000000017
792
783
793
783
792
792
793
792
783
793
AMPLITUDE, 0.3900000000000002
787
799
807
796
792
803
796
793
803
796
AMPLITUDE, 0.4000000000000002
796
792
799
806
796
799
799
799
799
799
AMPLITUDE, 0.4100000000000002
796
796
799
806
807
812
799
806
799
799
AMPLITUDE, 0.4200000000000002
819
807
816
806
806
803
799
807
814
824
AMPLITUDE, 0.4300000000000002
818
814
807
824
824
824
819
824
814
828
AMPLITUDE, 0.4400000000000002
831
819
812
825
819
819
816
831
828
824
AMPLITUDE, 0.45000000000000023
830
817
825
824
825
824
828
825
831
831
AMPLITUDE, 0.46000000000000024
825
825
824
825
831
839
828
825
839
828
AMPLITUDE, 0.47000000000000025
839
831
839
839
842
831
837
835
849
839
AMPLITUDE, 0.48000000000000026
830
831
839
838
847
847
847
835
837
846
AMPLITUDE, 0.49000000000000027
847
856
831
839
847
856
830
835
835
847
AMPLITUDE, 0.5000000000000002
856
860
846
48
49
48
857
49
846
49
AMPLITUDE, 0.5100000000000002
