# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 396 396 Franko
1 0 0 0 0 0 136 136 CarloCosmicWatch
2 0 0 0 0 0 139 139 rens

0 0 0 0 0 0 397 397 Franko
1 0 0 0 0 0 125 125 Cecile
2 0 0 0 0 0 140 140 rens

0 0 0 0 0 0 398 398 Franko
1 0 0 0 0 0 137 137 Niels
2 0 0 0 0 0 127 127 Noor

0 0 0 0 0 0 399 399 Franko
1 0 0 0 0 0 137 137 CarloCosmicWatch
2 0 0 0 0 0 141 141 rens

0 0 0 0 0 0 400 400 Franko
1 0 0 0 0 0 138 138 Niels
2 0 0 0 0 0 128 128 Noor

