# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 316 316 Franko
1 0 0 0 0 0 107 107 CarloCosmicWatch
2 0 0 0 0 0 102 102 ZenBenMaster

0 0 0 0 0 0 317 317 Franko
1 0 0 0 0 0 108 108 CarloCosmicWatch
2 0 0 0 0 0 103 103 ZenBenMaster

0 0 0 0 0 0 318 318 Franko
1 0 0 0 0 0 102 102 Cecile
2 0 0 0 0 0 111 111 rens

0 0 0 0 0 0 319 319 Franko
1 0 0 0 0 0 109 109 CarloCosmicWatch
2 0 0 0 0 0 104 104 ZenBenMaster

0 0 0 0 0 0 320 320 Franko
1 0 0 0 0 0 103 103 Cecile
2 0 0 0 0 0 112 112 rens

