# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 766 766 Franko
1 0 0 0 0 0 263 263 CarloCosmicWatch
2 0 0 0 0 0 262 262 rens

0 0 0 0 0 0 767 767 Franko
1 0 0 0 0 0 264 264 CarloCosmicWatch
2 0 0 0 0 0 249 249 Noor

0 0 0 0 0 0 768 768 Franko
1 0 0 0 0 0 265 265 CarloCosmicWatch
2 0 0 0 0 0 257 257 ZenBenMaster

0 0 0 0 0 0 769 769 Franko
1 0 0 0 0 0 249 249 Cecile
2 0 0 0 0 0 263 263 rens

0 0 0 0 0 0 770 770 Franko
1 0 0 0 0 0 250 250 Cecile
2 0 0 0 0 0 264 264 rens

