# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 1021 1021 Franko
1 0 0 0 0 0 336 336 Cecile
2 0 0 0 0 0 353 353 rens

0 0 0 0 0 0 1022 1022 Franko
1 0 0 0 0 0 344 344 CarloCosmicWatch
2 0 0 0 0 0 324 324 Noor

0 0 0 0 0 0 1023 1023 Franko
1 0 0 0 0 0 345 345 CarloCosmicWatch
2 0 0 0 0 0 325 325 Noor

0 0 0 0 0 0 1024 1024 Franko
1 0 0 0 0 0 337 337 Cecile
2 0 0 0 0 0 354 354 rens

0 0 0 0 0 0 1025 1025 Franko
1 0 0 0 0 0 346 346 CarloCosmicWatch
2 0 0 0 0 0 355 355 rens

