ADC, mV 1000OhmOutput1000_Ohm_noor 
547.000000, 245.000000
543.000000, 245.000000
540.000000, 245.000000
543.000000, 245.000000
546.000000, 245.000000
549.000000, 245.000000
543.000000, 245.000000
542.000000, 245.000000
551.000000, 250.000000
556.000000, 250.000000
553.000000, 250.000000
542.000000, 250.000000
553.000000, 250.000000
556.000000, 250.000000
543.000000, 250.000000
556.000000, 250.000000
553.000000, 250.000000
551.000000, 250.000000
551.000000, 255.000000
553.000000, 255.000000
551.000000, 255.000000
560.000000, 255.000000
551.000000, 255.000000
556.000000, 255.000000
560.000000, 255.000000
551.000000, 255.000000
556.000000, 255.000000
550.000000, 255.000000
561.000000, 260.000000
563.000000, 260.000000
563.000000, 260.000000
560.000000, 260.000000
568.000000, 260.000000
560.000000, 260.000000
560.000000, 260.000000
560.000000, 260.000000
561.000000, 260.000000
556.000000, 260.000000
561.000000, 265.000000
572.000000, 265.000000
572.000000, 265.000000
569.000000, 265.000000
569.000000, 265.000000
569.000000, 265.000000
572.000000, 265.000000
574.000000, 265.000000
563.000000, 265.000000
568.000000, 265.000000
572.000000, 270.000000
575.000000, 270.000000
568.000000, 270.000000
568.000000, 270.000000
575.000000, 270.000000
572.000000, 270.000000
572.000000, 270.000000
579.000000, 270.000000
579.000000, 270.000000
574.000000, 270.000000
575.000000, 275.000000
583.000000, 275.000000
575.000000, 275.000000
575.000000, 275.000000
575.000000, 275.000000
581.000000, 275.000000
574.000000, 275.000000
579.000000, 275.000000
574.000000, 275.000000
572.000000, 275.000000
579.000000, 280.000000
588.000000, 280.000000
583.000000, 280.000000
575.000000, 280.000000
588.000000, 280.000000
583.000000, 280.000000
588.000000, 280.000000
583.000000, 280.000000
590.000000, 280.000000
591.000000, 280.000000
588.000000, 285.000000
583.000000, 285.000000
591.000000, 285.000000
593.000000, 285.000000
588.000000, 285.000000
585.000000, 285.000000
588.000000, 285.000000
588.000000, 285.000000
583.000000, 285.000000
590.000000, 285.000000
588.000000, 290.000000
595.000000, 290.000000
595.000000, 290.000000
595.000000, 290.000000
585.000000, 290.000000
600.000000, 290.000000
591.000000, 290.000000
588.000000, 290.000000
590.000000, 290.000000
595.000000, 290.000000
601.000000, 295.000000
601.000000, 295.000000
601.000000, 295.000000
600.000000, 295.000000
591.000000, 295.000000
600.000000, 295.000000
601.000000, 295.000000
595.000000, 295.000000
604.000000, 295.000000
600.000000, 295.000000
601.000000, 300.000000
600.000000, 300.000000
601.000000, 300.000000
595.000000, 300.000000
601.000000, 300.000000
600.000000, 300.000000
608.000000, 300.000000
611.000000, 300.000000
611.000000, 300.000000
600.000000, 300.000000
620.000000, 305.000000
615.000000, 305.000000
615.000000, 305.000000
622.000000, 305.000000
620.000000, 305.000000
611.000000, 305.000000
609.000000, 305.000000
618.000000, 305.000000
608.000000, 305.000000
611.000000, 310.000000
624.000000, 310.000000
613.000000, 310.000000
624.000000, 310.000000
613.000000, 310.000000
625.000000, 310.000000
624.000000, 310.000000
613.000000, 310.000000
625.000000, 310.000000
611.000000, 310.000000
620.000000, 315.000000
620.000000, 315.000000
622.000000, 315.000000
624.000000, 315.000000
624.000000, 315.000000
625.000000, 315.000000
624.000000, 315.000000
632.000000, 315.000000
632.000000, 315.000000
622.000000, 315.000000
624.000000, 320.000000
624.000000, 320.000000
632.000000, 320.000000
624.000000, 320.000000
624.000000, 320.000000
624.000000, 320.000000
624.000000, 320.000000
633.000000, 320.000000
624.000000, 320.000000
627.000000, 320.000000
632.000000, 325.000000
639.000000, 325.000000
639.000000, 325.000000
632.000000, 325.000000
632.000000, 325.000000
633.000000, 325.000000
639.000000, 325.000000
632.000000, 325.000000
636.000000, 325.000000
632.000000, 325.000000
636.000000, 330.000000
636.000000, 330.000000
639.000000, 330.000000
647.000000, 330.000000
639.000000, 330.000000
636.000000, 330.000000
639.000000, 330.000000
639.000000, 330.000000
639.000000, 330.000000
639.000000, 330.000000
646.000000, 335.000000
639.000000, 335.000000
639.000000, 335.000000
645.000000, 335.000000
647.000000, 335.000000
649.000000, 335.000000
655.000000, 335.000000
647.000000, 335.000000
636.000000, 335.000000
639.000000, 335.000000
659.000000, 340.000000
659.000000, 340.000000
655.000000, 340.000000
647.000000, 340.000000
639.000000, 340.000000
647.000000, 340.000000
652.000000, 340.000000
643.000000, 340.000000
655.000000, 340.000000
647.000000, 340.000000
657.000000, 345.000000
664.000000, 345.000000
655.000000, 345.000000
664.000000, 345.000000
652.000000, 345.000000
654.000000, 345.000000
668.000000, 345.000000
655.000000, 345.000000
659.000000, 345.000000
664.000000, 345.000000
659.000000, 350.000000
659.000000, 350.000000
665.000000, 350.000000
664.000000, 350.000000
664.000000, 350.000000
655.000000, 350.000000
655.000000, 350.000000
655.000000, 350.000000
639.000000, 350.000000
668.000000, 350.000000
665.000000, 355.000000
668.000000, 355.000000
675.000000, 355.000000
678.000000, 355.000000
664.000000, 355.000000
675.000000, 355.000000
664.000000, 355.000000
665.000000, 355.000000
671.000000, 355.000000
677.000000, 355.000000
681.000000, 360.000000
678.000000, 360.000000
675.000000, 360.000000
671.000000, 360.000000
681.000000, 360.000000
675.000000, 360.000000
675.000000, 360.000000
681.000000, 360.000000
679.000000, 360.000000
671.000000, 360.000000
678.000000, 365.000000
688.000000, 365.000000
677.000000, 365.000000
686.000000, 365.000000
671.000000, 365.000000
689.000000, 365.000000
686.000000, 365.000000
681.000000, 365.000000
679.000000, 365.000000
689.000000, 365.000000
696.000000, 370.000000
691.000000, 370.000000
696.000000, 370.000000
696.000000, 370.000000
688.000000, 370.000000
688.000000, 370.000000
684.000000, 370.000000
697.000000, 370.000000
685.000000, 370.000000
696.000000, 375.000000
686.000000, 375.000000
691.000000, 375.000000
689.000000, 375.000000
688.000000, 375.000000
691.000000, 375.000000
696.000000, 375.000000
700.000000, 375.000000
696.000000, 375.000000
688.000000, 375.000000
696.000000, 380.000000
697.000000, 380.000000
709.000000, 380.000000
697.000000, 380.000000
696.000000, 380.000000
700.000000, 380.000000
704.000000, 380.000000
704.000000, 380.000000
697.000000, 380.000000
711.000000, 385.000000
704.000000, 385.000000
711.000000, 385.000000
704.000000, 385.000000
704.000000, 385.000000
704.000000, 385.000000
697.000000, 385.000000
711.000000, 385.000000
716.000000, 390.000000
719.000000, 390.000000
711.000000, 390.000000
705.000000, 390.000000
704.000000, 390.000000
710.000000, 390.000000
711.000000, 390.000000
705.000000, 390.000000
718.000000, 390.000000
716.000000, 395.000000
719.000000, 395.000000
728.000000, 395.000000
723.000000, 395.000000
711.000000, 395.000000
716.000000, 395.000000
711.000000, 400.000000
719.000000, 400.000000
719.000000, 400.000000
723.000000, 400.000000
713.000000, 400.000000
719.000000, 400.000000
719.000000, 400.000000
728.000000, 400.000000
719.000000, 400.000000
719.000000, 405.000000
733.000000, 405.000000
719.000000, 405.000000
719.000000, 405.000000
732.000000, 405.000000
736.000000, 405.000000
736.000000, 405.000000
739.000000, 410.000000
729.000000, 410.000000
732.000000, 410.000000
736.000000, 410.000000
736.000000, 410.000000
737.000000, 410.000000
728.000000, 410.000000
728.000000, 410.000000
743.000000, 415.000000
737.000000, 415.000000
736.000000, 415.000000
737.000000, 415.000000
739.000000, 415.000000
742.000000, 415.000000
736.000000, 415.000000
728.000000, 415.000000
736.000000, 415.000000
736.000000, 420.000000
732.000000, 420.000000
743.000000, 420.000000
742.000000, 420.000000
741.000000, 420.000000
739.000000, 420.000000
736.000000, 420.000000
729.000000, 420.000000
739.000000, 420.000000
737.000000, 420.000000
743.000000, 425.000000
732.000000, 425.000000
741.000000, 430.000000
748.000000, 430.000000
737.000000, 430.000000
768.000000, 450.000000
