# Calibration raw adc with signal threshold 50
AMPLITUDE, 0.02

57
57
57
60
60
60
60
60
56
56
AMPLITUDE, 0.025
89
96
92
89
92
92
96
96
96
96
AMPLITUDE, 0.030000000000000002
147
143
143
135
147
135
147
138
141
135
AMPLITUDE, 0.035
188
185
179
185
179
185
185
179
184
188
AMPLITUDE, 0.04
224
224
224
220
227
220
222
220
224
220
AMPLITUDE, 0.045
252
252
255
249
255
255
254
255
255
255
AMPLITUDE, 0.049999999999999996
287
284
286
287
284
287
281
287
286
287
AMPLITUDE, 0.05499999999999999
307
307
307
313
312
312
312
312
307
312
AMPLITUDE, 0.05999999999999999
335
334
334
332
332
332
334
332
329
332
AMPLITUDE, 0.06499999999999999
352
355
352
352
359
352
353
354
352
358
AMPLITUDE, 0.06999999999999999
371
377
377
369
371
377
369
377
376
384
AMPLITUDE, 0.075
391
391
398
391
391
398
390
396
398
391
AMPLITUDE, 0.08
414
409
409
409
409
408
415
412
408
412
AMPLITUDE, 0.085
428
432
432
423
428
432
432
428
423
428
AMPLITUDE, 0.09000000000000001
440
440
435
444
448
448
435
441
440
440
AMPLITUDE, 0.09500000000000001
449
451
460
460
455
455
455
455
455
451
AMPLITUDE, 0.10000000000000002
476
467
473
466
473
463
467
472
465
472
AMPLITUDE, 0.10500000000000002
476
478
481
481
483
481
476
486
486
480
AMPLITUDE, 0.11000000000000003
492
496
483
496
492
492
497
489
494
483
AMPLITUDE, 0.11500000000000003
492
499
504
496
496
496
498
504
489
499
AMPLITUDE, 0.12000000000000004
498
499
508
504
508
504
508
499
504
498
AMPLITUDE, 0.12500000000000003
512
515
510
505
510
508
511
515
508
511
AMPLITUDE, 0.13000000000000003
524
519
515
519
527
524
515
513
521
526
AMPLITUDE, 0.13500000000000004
531
536
536
531
536
526
527
536
536
531
AMPLITUDE, 0.14000000000000004
542
537
536
540
547
536
543
537
542
543
AMPLITUDE, 0.14500000000000005
556
556
558
547
556
550
556
556
551
551
AMPLITUDE, 0.15000000000000005
560
556
568
563
560
556
568
560
562
556
AMPLITUDE, 0.15500000000000005
575
572
569
574
568
572
572
575
568
569
AMPLITUDE, 0.16000000000000006
583
581
588
588
579
591
579
588
590
591
AMPLITUDE, 0.16500000000000006
600
595
595
591
593
600
590
600
591
595
AMPLITUDE, 0.17000000000000007
600
609
609
608
600
608
608
604
609
609
AMPLITUDE, 0.17500000000000007
609
615
620
624
615
611
615
622
620
611
AMPLITUDE, 0.18000000000000008
624
632
627
624
617
627
622
620
625
632
AMPLITUDE, 0.18500000000000008
632
632
638
639
636
633
638
632
639
639
AMPLITUDE, 0.19000000000000009
652
647
639
639
647
652
639
652
639
639
AMPLITUDE, 0.1950000000000001
655
654
655
647
652
665
654
652
658
652
AMPLITUDE, 0.2000000000000001
659
664
665
669
671
670
670
659
671
671
AMPLITUDE, 0.2050000000000001
679
685
671
671
675
679
671
668
670
671
AMPLITUDE, 0.2100000000000001
684
688
696
688
689
696
691
691
682
688
AMPLITUDE, 0.2150000000000001
691
688
696
684
704
700
700
688
684
696
AMPLITUDE, 0.2200000000000001
696
707
707
704
696
696
704
704
710
697
AMPLITUDE, 0.22500000000000012
709
711
706
704
707
713
711
711
711
711
AMPLITUDE, 0.23000000000000012
704
704
716
707
716
705
719
704
716
719
AMPLITUDE, 0.23500000000000013
716
713
719
707
707
716
713
723
711
716
AMPLITUDE, 0.24000000000000013
714
716
718
723
723
729
711
722
718
719
AMPLITUDE, 0.24500000000000013
736
719
728
731
723
729
729
728
736
736
AMPLITUDE, 0.2500000000000001
734
728
728
732
728
723
723
739
739
729
AMPLITUDE, 0.2550000000000001
729
729
743
739
743
733
732
728
737
736
AMPLITUDE, 0.2600000000000001
749
737
745
739
737
736
743
743
748
739
AMPLITUDE, 0.2650000000000001
738
753
743
739
743
748
748
743
748
743
AMPLITUDE, 0.27000000000000013
746
755
753
752
742
760
748
748
752
752
AMPLITUDE, 0.27500000000000013
752
746
760
760
754
760
768
755
768
752
AMPLITUDE, 0.28000000000000014
768
748
752
752
755
768
760
768
755
753
AMPLITUDE, 0.28500000000000014
760
769
760
769
755
760
768
768
768
760
AMPLITUDE, 0.29000000000000015
768
775
769
768
768
760
768
768
768
760
AMPLITUDE, 0.29500000000000015
771
768
768
771
774
768
768
777
768
773
AMPLITUDE, 0.30000000000000016
775
775
780
780
768
775
774
774
771
775
AMPLITUDE, 0.30500000000000016
786
778
783
787
783
783
775
771
771
769
AMPLITUDE, 0.31000000000000016
780
780
782
783
783
782
787
787
786
773
AMPLITUDE, 0.31500000000000017
777
783
783
775
785
792
782
782
786
792
AMPLITUDE, 0.3200000000000002
787
787
783
793
796
786
780
787
796
792
AMPLITUDE, 0.3250000000000002
792
792
793
787
799
786
796
799
793
799
AMPLITUDE, 0.3300000000000002
792
787
799
798
792
799
787
799
799
787
AMPLITUDE, 0.3350000000000002
793
798
799
792
799
799
793
799
803
799
AMPLITUDE, 0.3400000000000002
796
796
799
803
799
799
806
799
792
792
AMPLITUDE, 0.3450000000000002
799
812
807
803
807
793
799
799
796
814
AMPLITUDE, 0.3500000000000002
816
796
799
799
812
818
803
807
799
812
AMPLITUDE, 0.3550000000000002
803
807
807
814
807
807
817
806
806
799
AMPLITUDE, 0.3600000000000002
824
807
803
807
809
807
819
807
812
812
AMPLITUDE, 0.3650000000000002
817
828
819
825
807
807
814
824
809
819
AMPLITUDE, 0.3700000000000002
819
812
824
824
807
817
828
824
814
813
AMPLITUDE, 0.3750000000000002
824
825
830
828
828
828
812
828
825
830
AMPLITUDE, 0.3800000000000002
817
825
819
828
824
830
835
824
819
817
AMPLITUDE, 0.38500000000000023
831
828
824
828
831
831
831
831
831
824
AMPLITUDE, 0.39000000000000024
828
839
824
824
841
825
831
831
831
825
AMPLITUDE, 0.39500000000000024
825
835
831
828
825
828
825
828
844
831
AMPLITUDE, 0.40000000000000024
846
835
831
839
830
831
828
831
830
831
AMPLITUDE, 0.40500000000000025
831
838
839
846
830
844
828
839
831
839
AMPLITUDE, 0.41000000000000025
839
851
856
844
831
831
847
851
831
844
AMPLITUDE, 0.41500000000000026
856
856
850
847
842
835
847
841
846
847
AMPLITUDE, 0.42000000000000026
839
839
847
844
844
856
851
839
839
846
AMPLITUDE, 0.42500000000000027
851
847
839
839
857
839
847
844
856
839
AMPLITUDE, 0.43000000000000027
851
856
847
844
862
862
860
856
847
851
AMPLITUDE, 0.4350000000000003
856
844
864
847
856
864
844
856
856
864
AMPLITUDE, 0.4400000000000003
857
847
861
860
856
856
867
867
865
856
AMPLITUDE, 0.4450000000000003
864
867
862
865
847
851
856
857
865
851
