# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 2151 2151 Franko
1 0 0 0 0 0 731 731 Niels
2 0 0 0 0 0 726 726 ZenBenMaster

0 0 0 0 0 0 2152 2152 Franko
1 0 0 0 0 0 717 717 Cecile
2 0 0 0 0 0 750 750 rens

0 0 0 0 0 0 2153 2153 Franko
1 0 0 0 0 0 732 732 Niels
2 0 0 0 0 0 727 727 ZenBenMaster

0 0 0 0 0 0 2154 2154 Franko
1 0 0 0 0 0 705 705 CarloCosmicWatch
2 0 0 0 0 0 728 728 ZenBenMaster

0 0 0 0 0 0 2155 2155 Franko
1 0 0 0 0 0 718 718 Cecile
2 0 0 0 0 0 729 729 ZenBenMaster

0 0 0 0 0 0 2156 2156 Franko
1 0 0 0 0 0 719 719 Cecile
2 0 0 0 0 0 730 730 ZenBenMaster

0 0 0 0 0 0 2157 2157 Franko
1 0 0 0 0 0 720 720 Cecile
2 0 0 0 0 0 677 677 Noor

0 0 0 0 0 0 2158 2158 Franko
1 0 0 0 0 0 721 721 Cecile
2 0 0 0 0 0 731 731 ZenBenMaster

0 0 0 0 0 0 2159 2159 Franko
1 0 0 0 0 0 722 722 Cecile
2 0 0 0 0 0 732 732 ZenBenMaster

0 0 0 0 0 0 2160 2160 Franko
1 0 0 0 0 0 706 706 CarloCosmicWatch
2 0 0 0 0 0 678 678 Noor

0 0 0 0 0 0 2161 2161 Franko
1 0 0 0 0 0 707 707 CarloCosmicWatch
2 0 0 0 0 0 679 679 Noor

0 0 0 0 0 0 2162 2162 Franko
1 0 0 0 0 0 723 723 Cecile
2 0 0 0 0 0 680 680 Noor

0 0 0 0 0 0 2163 2163 Franko
1 0 0 0 0 0 733 733 Niels
2 0 0 0 0 0 733 733 ZenBenMaster

0 0 0 0 0 0 2164 2164 Franko
1 0 0 0 0 0 724 724 Cecile
2 0 0 0 0 0 681 681 Noor

0 0 0 0 0 0 2165 2165 Franko
1 0 0 0 0 0 725 725 Cecile
2 0 0 0 0 0 751 751 rens

0 0 0 0 0 0 2166 2166 Franko
1 0 0 0 0 0 708 708 CarloCosmicWatch
2 0 0 0 0 0 682 682 Noor

0 0 0 0 0 0 2167 2167 Franko
1 0 0 0 0 0 726 726 Cecile
2 0 0 0 0 0 683 683 Noor

0 0 0 0 0 0 2168 2168 Franko
1 0 0 0 0 0 734 734 Niels
2 0 0 0 0 0 752 752 rens

0 0 0 0 0 0 2169 2169 Franko
1 0 0 0 0 0 735 735 Niels
2 0 0 0 0 0 753 753 rens

0 0 0 0 0 0 2170 2170 Franko
1 0 0 0 0 0 709 709 CarloCosmicWatch
2 0 0 0 0 0 734 734 ZenBenMaster

0 0 0 0 0 0 2171 2171 Franko
1 0 0 0 0 0 710 710 CarloCosmicWatch
2 0 0 0 0 0 735 735 ZenBenMaster

0 0 0 0 0 0 2172 2172 Franko
1 0 0 0 0 0 736 736 Niels
2 0 0 0 0 0 736 736 ZenBenMaster

0 0 0 0 0 0 2173 2173 Franko
