# Calibration raw adc with signal threshold 50
AMPLITUDE, 0.02

60
62
60
62
60
60
62
60
60
62
AMPLITUDE, 0.07
384
384
384
371
371
371
376
371
376
371
AMPLITUDE, 0.12000000000000001
508
504
499
496
508
508
497
496
499
504
AMPLITUDE, 0.17
604
608
608
611
611
601
611
601
604
606
AMPLITUDE, 0.22000000000000003
707
707
704
704
696
696
697
700
