# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 2301 2301 Franko
1 0 0 0 0 0 783 783 Niels
2 0 0 0 0 0 778 778 ZenBenMaster

0 0 0 0 0 0 2302 2302 Franko
1 0 0 0 0 0 784 784 Niels
2 0 0 0 0 0 779 779 ZenBenMaster

0 0 0 0 0 0 2303 2303 Franko
1 0 0 0 0 0 785 785 Niels
2 0 0 0 0 0 728 728 Noor

0 0 0 0 0 0 2304 2304 Franko
1 0 0 0 0 0 771 771 Cecile
2 0 0 0 0 0 780 780 ZenBenMaster

0 0 0 0 0 0 2305 2305 Franko
1 0 0 0 0 0 772 772 Cecile
2 0 0 0 0 0 797 797 rens

0 0 0 0 0 0 2306 2306 Franko
1 0 0 0 0 0 786 786 Niels
2 0 0 0 0 0 729 729 Noor

0 0 0 0 0 0 2307 2307 Franko
1 0 0 0 0 0 749 749 CarloCosmicWatch
2 0 0 0 0 0 798 798 rens

0 0 0 0 0 0 2308 2308 Franko
1 0 0 0 0 0 787 787 Niels
2 0 0 0 0 0 781 781 ZenBenMaster

0 0 0 0 0 0 2309 2309 Franko
1 0 0 0 0 0 750 750 CarloCosmicWatch
2 0 0 0 0 0 782 782 ZenBenMaster

0 0 0 0 0 0 2310 2310 Franko
1 0 0 0 0 0 788 788 Niels
2 0 0 0 0 0 799 799 rens

0 0 0 0 0 0 2311 2311 Franko
1 0 0 0 0 0 789 789 Niels
2 0 0 0 0 0 783 783 ZenBenMaster

0 0 0 0 0 0 2312 2312 Franko
1 0 0 0 0 0 751 751 CarloCosmicWatch
2 0 0 0 0 0 800 800 rens

0 0 0 0 0 0 2313 2313 Franko
1 0 0 0 0 0 790 790 Niels
2 0 0 0 0 0 730 730 Noor

0 0 0 0 0 0 2314 2314 Franko
1 0 0 0 0 0 791 791 Niels
2 0 0 0 0 0 731 731 Noor

0 0 0 0 0 0 2315 2315 Franko
1 0 0 0 0 0 773 773 Cecile
2 0 0 0 0 0 784 784 ZenBenMaster

0 0 0 0 0 0 2316 2316 Franko
1 0 0 0 0 0 792 792 Niels
2 0 0 0 0 0 785 785 ZenBenMaster

0 0 0 0 0 0 2317 2317 Franko
1 0 0 0 0 0 752 752 CarloCosmicWatch
2 0 0 0 0 0 732 732 Noor

0 0 0 0 0 0 2318 2318 Franko
1 0 0 0 0 0 753 753 CarloCosmicWatch
2 0 0 0 0 0 801 801 rens

0 0 0 0 0 0 2319 2319 Franko
1 0 0 0 0 0 793 793 Niels
2 0 0 0 0 0 802 802 rens

0 0 0 0 0 0 2320 2320 Franko
1 0 0 0 0 0 774 774 Cecile
2 0 0 0 0 0 733 733 Noor

0 0 0 0 0 0 2321 2321 Franko
1 0 0 0 0 0 754 754 CarloCosmicWatch
2 0 0 0 0 0 734 734 Noor

0 0 0 0 0 0 2322 2322 Franko
1 0 0 0 0 0 755 755 CarloCosmicWatch
2 0 0 0 0 0 735 735 Noor

0 0 0 0 0 0 2323 2323 Franko
1 0 0 0 0 0 794 794 Niels
2 0 0 0 0 0 803 803 rens

0 0 0 0 0 0 2324 2324 Franko
1 0 0 0 0 0 775 775 Cecile
2 0 0 0 0 0 804 804 rens

0 0 0 0 0 0 2325 2325 Franko
1 0 0 0 0 0 756 756 CarloCosmicWatch
2 0 0 0 0 0 805 805 rens

0 0 0 0 0 0 2326 2326 Franko
1 0 0 0 0 0 795 795 Niels
2 0 0 0 0 0 736 736 Noor

0 0 0 0 0 0 2327 2327 Franko
1 0 0 0 0 0 776 776 Cecile
2 0 0 0 0 0 806 806 rens

0 0 0 0 0 0 2328 2328 Franko
1 0 0 0 0 0 777 777 Cecile
2 0 0 0 0 0 737 737 Noor

0 0 0 0 0 0 2329 2329 Franko
1 0 0 0 0 0 757 757 CarloCosmicWatch
2 0 0 0 0 0 786 786 ZenBenMaster

0 0 0 0 0 0 2330 2330 Franko
1 0 0 0 0 0 758 758 CarloCosmicWatch
2 0 0 0 0 0 807 807 rens

0 0 0 0 0 0 2331 2331 Franko
1 0 0 0 0 0 759 759 CarloCosmicWatch
2 0 0 0 0 0 738 738 Noor

0 0 0 0 0 0 2332 2332 Franko
1 0 0 0 0 0 796 796 Niels
2 0 0 0 0 0 808 808 rens

0 0 0 0 0 0 2333 2333 Franko
1 0 0 0 0 0 797 797 Niels
2 0 0 0 0 0 739 739 Noor

0 0 0 0 0 0 2334 2334 Franko
