# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 1551 1551 Franko
1 0 0 0 0 0 511 511 CarloCosmicWatch
2 0 0 0 0 0 520 520 ZenBenMaster

0 0 0 0 0 0 1552 1552 Franko
1 0 0 0 0 0 512 512 CarloCosmicWatch
2 0 0 0 0 0 484 484 Noor

0 0 0 0 0 0 1553 1553 Franko
1 0 0 0 0 0 526 526 Niels
2 0 0 0 0 0 549 549 rens

0 0 0 0 0 0 1554 1554 Franko
1 0 0 0 0 0 527 527 Niels
2 0 0 0 0 0 485 485 Noor

0 0 0 0 0 0 1555 1555 Franko
1 0 0 0 0 0 528 528 Niels
2 0 0 0 0 0 521 521 ZenBenMaster

0 0 0 0 0 0 1556 1556 Franko
1 0 0 0 0 0 513 513 CarloCosmicWatch
2 0 0 0 0 0 522 522 ZenBenMaster

0 0 0 0 0 0 1557 1557 Franko
1 0 0 0 0 0 516 516 Cecile
2 0 0 0 0 0 523 523 ZenBenMaster

0 0 0 0 0 0 1558 1558 Franko
1 0 0 0 0 0 529 529 Niels
2 0 0 0 0 0 524 524 ZenBenMaster

0 0 0 0 0 0 1559 1559 Franko
1 0 0 0 0 0 530 530 Niels
2 0 0 0 0 0 486 486 Noor

0 0 0 0 0 0 1560 1560 Franko
1 0 0 0 0 0 514 514 CarloCosmicWatch
2 0 0 0 0 0 487 487 Noor

0 0 0 0 0 0 1561 1561 Franko
1 0 0 0 0 0 517 517 Cecile
2 0 0 0 0 0 525 525 ZenBenMaster

0 0 0 0 0 0 1562 1562 Franko
1 0 0 0 0 0 515 515 CarloCosmicWatch
2 0 0 0 0 0 488 488 Noor

0 0 0 0 0 0 1563 1563 Franko
1 0 0 0 0 0 518 518 Cecile
2 0 0 0 0 0 550 550 rens

0 0 0 0 0 0 1564 1564 Franko
1 0 0 0 0 0 516 516 CarloCosmicWatch
2 0 0 0 0 0 526 526 ZenBenMaster

0 0 0 0 0 0 1565 1565 Franko
1 0 0 0 0 0 531 531 Niels
2 0 0 0 0 0 489 489 Noor

0 0 0 0 0 0 1566 1566 Franko
1 0 0 0 0 0 519 519 Cecile
2 0 0 0 0 0 490 490 Noor

0 0 0 0 0 0 1567 1567 Franko
1 0 0 0 0 0 520 520 Cecile
2 0 0 0 0 0 527 527 ZenBenMaster

0 0 0 0 0 0 1568 1568 Franko
1 0 0 0 0 0 521 521 Cecile
2 0 0 0 0 0 551 551 rens

0 0 0 0 0 0 1569 1569 Franko
1 0 0 0 0 0 522 522 Cecile
2 0 0 0 0 0 528 528 ZenBenMaster

0 0 0 0 0 0 1570 1570 Franko
1 0 0 0 0 0 532 532 Niels
2 0 0 0 0 0 552 552 rens

0 0 0 0 0 0 1571 1571 Franko
1 0 0 0 0 0 517 517 CarloCosmicWatch
2 0 0 0 0 0 553 553 rens

0 0 0 0 0 0 1572 1572 Franko
1 0 0 0 0 0 518 518 CarloCosmicWatch
2 0 0 0 0 0 529 529 ZenBenMaster

0 0 0 0 0 0 1573 1573 Franko
1 0 0 0 0 0 519 519 CarloCosmicWatch
2 0 0 0 0 0 530 530 ZenBenMaster

0 0 0 0 0 0 1574 1574 Franko
1 0 0 0 0 0 520 520 CarloCosmicWatch
2 0 0 0 0 0 531 531 ZenBenMaster

0 0 0 0 0 0 1575 1575 Franko
1 0 0 0 0 0 533 533 Niels
2 0 0 0 0 0 491 491 Noor

0 0 0 0 0 0 1576 1576 Franko
1 0 0 0 0 0 523 523 Cecile
2 0 0 0 0 0 532 532 ZenBenMaster

0 0 0 0 0 0 1577 1577 Franko
1 0 0 0 0 0 524 524 Cecile
2 0 0 0 0 0 554 554 rens

0 0 0 0 0 0 1578 1578 Franko
1 0 0 0 0 0 521 521 CarloCosmicWatch
2 0 0 0 0 0 555 555 rens

0 0 0 0 0 0 1579 1579 Franko
1 0 0 0 0 0 534 534 Niels
2 0 0 0 0 0 533 533 ZenBenMaster

0 0 0 0 0 0 1580 1580 Franko
1 0 0 0 0 0 525 525 Cecile
2 0 0 0 0 0 534 534 ZenBenMaster

0 0 0 0 0 0 1581 1581 Franko
1 0 0 0 0 0 522 522 CarloCosmicWatch
2 0 0 0 0 0 556 556 rens

0 0 0 0 0 0 1582 1582 Franko
1 0 0 0 0 0 523 523 CarloCosmicWatch
2 0 0 0 0 0 535 535 ZenBenMaster

0 0 0 0 0 0 1583 1583 Franko
1 0 0 0 0 0 535 535 Niels
2 0 0 0 0 0 536 536 ZenBenMaster

0 0 0 0 0 0 1584 1584 Franko
1 0 0 0 0 0 524 524 CarloCosmicWatch
2 0 0 0 0 0 492 492 Noor

0 0 0 0 0 0 1585 1585 Franko
1 0 0 0 0 0 525 525 CarloCosmicWatch
2 0 0 0 0 0 557 557 rens

0 0 0 0 0 0 1586 1586 Franko
1 0 0 0 0 0 536 536 Niels
2 0 0 0 0 0 493 493 Noor

0 0 0 0 0 0 1587 1587 Franko
1 0 0 0 0 0 526 526 CarloCosmicWatch
2 0 0 0 0 0 537 537 ZenBenMaster

0 0 0 0 0 0 1588 1588 Franko
1 0 0 0 0 0 526 526 Cecile
2 0 0 0 0 0 558 558 rens

0 0 0 0 0 0 1589 1589 Franko
1 0 0 0 0 0 527 527 CarloCosmicWatch
2 0 0 0 0 0 559 559 rens

0 0 0 0 0 0 1590 1590 Franko
1 0 0 0 0 0 527 527 Cecile
2 0 0 0 0 0 538 538 ZenBenMaster

0 0 0 0 0 0 1591 1591 Franko
1 0 0 0 0 0 537 537 Niels
2 0 0 0 0 0 539 539 ZenBenMaster

0 0 0 0 0 0 1592 1592 Franko
1 0 0 0 0 0 528 528 CarloCosmicWatch
2 0 0 0 0 0 540 540 ZenBenMaster

0 0 0 0 0 0 1593 1593 Franko
1 0 0 0 0 0 528 528 Cecile
2 0 0 0 0 0 560 560 rens

0 0 0 0 0 0 1594 1594 Franko
1 0 0 0 0 0 538 538 Niels
2 0 0 0 0 0 561 561 rens

0 0 0 0 0 0 1595 1595 Franko
1 0 0 0 0 0 529 529 CarloCosmicWatch
2 0 0 0 0 0 541 541 ZenBenMaster

0 0 0 0 0 0 1596 1596 Franko
1 0 0 0 0 0 529 529 Cecile
2 0 0 0 0 0 494 494 Noor

0 0 0 0 0 0 1597 1597 Franko
1 0 0 0 0 0 530 530 Cecile
2 0 0 0 0 0 542 542 ZenBenMaster

0 0 0 0 0 0 1598 1598 Franko
1 0 0 0 0 0 531 531 Cecile
2 0 0 0 0 0 495 495 Noor

0 0 0 0 0 0 1599 1599 Franko
1 0 0 0 0 0 530 530 CarloCosmicWatch
2 0 0 0 0 0 562 562 rens

0 0 0 0 0 0 1600 1600 Franko
1 0 0 0 0 0 531 531 CarloCosmicWatch
2 0 0 0 0 0 543 543 ZenBenMaster

