# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 356 356 Franko
1 0 0 0 0 0 120 120 Niels
2 0 0 0 0 0 114 114 ZenBenMaster

0 0 0 0 0 0 357 357 Franko
1 0 0 0 0 0 110 110 CarloCosmicWatch
2 0 0 0 0 0 126 126 Noor

0 0 0 0 0 0 358 358 Franko
1 0 0 0 0 0 121 121 Niels
2 0 0 0 0 0 127 127 Noor

0 0 0 0 0 0 359 359 Franko
1 0 0 0 0 0 111 111 CarloCosmicWatch
2 0 0 0 0 0 115 115 ZenBenMaster

0 0 0 0 0 0 360 360 Franko
1 0 0 0 0 0 112 112 CarloCosmicWatch
2 0 0 0 0 0 128 128 Noor

