# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 481 481 Franko
1 0 0 0 0 0 164 164 Niels
2 0 0 0 0 0 159 159 Noor

0 0 0 0 0 0 482 482 Franko
1 0 0 0 0 0 152 152 CarloCosmicWatch
2 0 0 0 0 0 158 158 rens

0 0 0 0 0 0 483 483 Franko
1 0 0 0 0 0 153 153 CarloCosmicWatch
2 0 0 0 0 0 160 160 Noor

0 0 0 0 0 0 484 484 Franko
1 0 0 0 0 0 154 154 CarloCosmicWatch
2 0 0 0 0 0 159 159 rens

0 0 0 0 0 0 485 485 Franko
1 0 0 0 0 0 155 155 CarloCosmicWatch
2 0 0 0 0 0 161 161 Noor

