# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 336 336 Franko
1 0 0 0 0 0 119 119 Cecile
2 0 0 0 0 0 109 109 ZenBenMaster

0 0 0 0 0 0 337 337 Franko
1 0 0 0 0 0 114 114 Niels
2 0 0 0 0 0 119 119 Noor

0 0 0 0 0 0 338 338 Franko
1 0 0 0 0 0 105 105 CarloCosmicWatch
2 0 0 0 0 0 110 110 ZenBenMaster

0 0 0 0 0 0 339 339 Franko
1 0 0 0 0 0 120 120 Cecile
2 0 0 0 0 0 120 120 Noor

0 0 0 0 0 0 340 340 Franko
1 0 0 0 0 0 121 121 Cecile
2 0 0 0 0 0 111 111 ZenBenMaster

