# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 391 391 Franko
1 0 0 0 0 0 121 121 CarloCosmicWatch
2 0 0 0 0 0 126 126 rens

0 0 0 0 0 0 392 392 Franko
1 0 0 0 0 0 138 138 Cecile
2 0 0 0 0 0 131 131 ZenBenMaster

0 0 0 0 0 0 393 393 Franko
1 0 0 0 0 0 139 139 Cecile
2 0 0 0 0 0 132 132 ZenBenMaster

0 0 0 0 0 0 394 394 Franko
1 0 0 0 0 0 134 134 Niels
2 0 0 0 0 0 136 136 Noor

0 0 0 0 0 0 395 395 Franko
1 0 0 0 0 0 140 140 Cecile
2 0 0 0 0 0 127 127 rens

