# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 301 301 Franko
1 0 0 0 0 0 105 105 Niels
2 0 0 0 0 0 108 108 rens

0 0 0 0 0 0 302 302 Franko
1 0 0 0 0 0 102 102 CarloCosmicWatch
2 0 0 0 0 0 99 99 Noor

0 0 0 0 0 0 303 303 Franko
1 0 0 0 0 0 103 103 CarloCosmicWatch
2 0 0 0 0 0 109 109 rens

0 0 0 0 0 0 304 304 Franko
1 0 0 0 0 0 96 96 Cecile
2 0 0 0 0 0 100 100 Noor

0 0 0 0 0 0 305 305 Franko
1 0 0 0 0 0 104 104 CarloCosmicWatch
2 0 0 0 0 0 101 101 Noor

