# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 746 746 Franko
1 0 0 0 0 0 239 239 Cecile
2 0 0 0 0 0 253 253 rens

0 0 0 0 0 0 747 747 Franko
1 0 0 0 0 0 258 258 CarloCosmicWatch
2 0 0 0 0 0 243 243 Noor

0 0 0 0 0 0 748 748 Franko
1 0 0 0 0 0 259 259 CarloCosmicWatch
2 0 0 0 0 0 254 254 rens

0 0 0 0 0 0 749 749 Franko
1 0 0 0 0 0 240 240 Cecile
2 0 0 0 0 0 244 244 Noor

0 0 0 0 0 0 750 750 Franko
1 0 0 0 0 0 241 241 Cecile
2 0 0 0 0 0 252 252 ZenBenMaster

