# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 286 286 Franko
1 0 0 0 0 0 97 97 CarloCosmicWatch
2 0 0 0 0 0 90 90 ZenBenMaster

0 0 0 0 0 0 287 287 Franko
1 0 0 0 0 0 89 89 Cecile
2 0 0 0 0 0 91 91 ZenBenMaster

0 0 0 0 0 0 288 288 Franko
1 0 0 0 0 0 90 90 Cecile
2 0 0 0 0 0 102 102 rens

0 0 0 0 0 0 289 289 Franko
1 0 0 0 0 0 91 91 Cecile
2 0 0 0 0 0 96 96 Noor

0 0 0 0 0 0 290 290 Franko
1 0 0 0 0 0 98 98 CarloCosmicWatch
2 0 0 0 0 0 97 97 Noor

