# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 641 641 Franko
1 0 0 0 0 0 225 225 CarloCosmicWatch
2 0 0 0 0 0 222 222 rens

0 0 0 0 0 0 642 642 Franko
1 0 0 0 0 0 226 226 CarloCosmicWatch
2 0 0 0 0 0 223 223 rens

0 0 0 0 0 0 643 643 Franko
1 0 0 0 0 0 227 227 CarloCosmicWatch
2 0 0 0 0 0 224 224 rens

0 0 0 0 0 0 644 644 Franko
1 0 0 0 0 0 228 228 CarloCosmicWatch
2 0 0 0 0 0 225 225 rens

0 0 0 0 0 0 645 645 Franko
1 0 0 0 0 0 210 210 Niels
2 0 0 0 0 0 226 226 rens

