# layer adc volt temp timediff time detector_muon_count detector_count detector_name
0 0 0 0 0 0 271 271 Franko
1 0 0 0 0 0 98 98 Niels
2 0 0 0 0 0 93 93 Noor

0 0 0 0 0 0 272 272 Franko
1 0 0 0 0 0 84 84 Cecile
2 0 0 0 0 0 94 94 Noor

0 0 0 0 0 0 273 273 Franko
1 0 0 0 0 0 91 91 CarloCosmicWatch
2 0 0 0 0 0 83 83 ZenBenMaster

0 0 0 0 0 0 274 274 Franko
1 0 0 0 0 0 92 92 CarloCosmicWatch
2 0 0 0 0 0 84 84 ZenBenMaster

0 0 0 0 0 0 275 275 Franko
1 0 0 0 0 0 85 85 Cecile
2 0 0 0 0 0 97 97 rens

